OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal
1418,468,10,2,317.45,31.59,603.31
1419,469,19,2,440.57,29.46,851.68
1420,469,14,2,153.82,1.33,306.31
1421,469,28,3,44.79,0.47,133.9
1422,470,8,3,205.71,13.41,603.72
1423,470,5,1,42.43,6.34,36.09
1424,470,16,2,457.19,21.04,893.34
1425,470,29,1,453.66,29.59,424.07
1426,470,38,1,462.4,21.93,440.47
1427,471,5,3,42.43,4.11,123.18
1428,471,31,2,74.83,2.17,147.49
1429,472,24,3,380.08,27.26,1112.98
1430,472,9,2,251.82,10.18,493.46
1431,472,30,1,126.62,0.81,125.81
1432,472,13,3,443.55,5.29,1325.36
1433,473,11,3,196.99,6.18,584.79
1434,473,22,3,333.28,63.51,936.33
1435,473,15,1,477.37,55.2,422.17
1436,473,19,3,440.57,75.34,1246.37
1437,474,31,3,74.83,13.06,211.43
1438,474,30,1,126.62,8.29,118.33
1439,474,18,3,168.84,7.51,499.01
1440,474,1,3,367.27,69.51,1032.3
1441,474,28,3,44.79,8.05,126.32
1442,475,3,3,386.47,63.48,1095.93
1443,475,28,2,44.79,4.44,85.14
1444,475,34,1,211.44,23.62,187.82
1445,475,26,1,231.23,32.06,199.17
1446,475,31,2,74.83,14.22,135.44
1447,476,2,2,142.27,19.04,265.5
1448,477,9,3,251.82,23.38,732.08
1449,477,26,3,231.23,0.06,693.63
1450,477,12,3,431.78,6.11,1289.23
1451,477,24,3,380.08,25.31,1114.93
1452,478,35,3,207.28,38.65,583.19
1453,478,37,3,99.91,18.89,280.84
1454,478,14,3,153.82,11.2,450.26
1455,478,6,1,254.62,5.65,248.97
1456,478,22,2,333.28,31.02,635.54
1457,479,5,1,42.43,4.58,37.85
1458,479,36,3,103.88,9.94,301.7
1459,479,14,3,153.82,26.8,434.66
1460,479,9,3,251.82,10.57,744.89
1461,479,22,3,333.28,50.72,949.12
1462,480,5,2,42.43,2.93,81.93
1463,481,35,1,207.28,36.97,170.31
1464,481,19,2,440.57,7.69,873.45
1465,481,29,2,453.66,81.47,825.85
1466,481,24,2,380.08,72.84,687.32
1467,481,5,1,42.43,0.93,41.5
1468,482,14,3,153.82,0.7,460.76
1469,482,34,2,211.44,41,381.88
1470,483,29,1,453.66,2,451.66
1471,483,2,1,142.27,23.76,118.51
1472,483,19,3,440.57,56.8,1264.91
1473,483,13,2,443.55,51.34,835.76
1474,484,37,1,99.91,15.77,84.14
1475,484,9,1,251.82,24.39,227.43
1476,484,20,2,128.03,19.71,236.35
1477,485,11,1,196.99,33.07,163.92
1478,485,35,3,207.28,37.51,584.33
1479,485,19,1,440.57,14.21,426.36
1480,485,12,1,431.78,3.55,428.23
1481,486,12,3,431.78,3,1292.34
1482,486,14,2,153.82,30.09,277.55
1483,486,36,1,103.88,7.75,96.13
1484,487,26,2,231.23,35.54,426.92
1485,488,33,3,57.5,1.69,170.81
1486,488,22,3,333.28,48.56,951.28
1487,488,19,2,440.57,29.84,851.3
1488,488,31,1,74.83,10.95,63.88
1489,488,37,1,99.91,2.79,97.12
1490,489,15,2,477.37,5.25,949.49
1491,489,29,3,453.66,17.71,1343.27
1492,489,23,3,437.49,19.44,1293.03
1493,489,6,2,254.62,9.97,499.27
1494,490,33,2,57.5,2.24,112.76
1495,491,26,2,231.23,17.86,444.6
1496,491,10,1,317.45,18.07,299.38
1497,491,28,2,44.79,2.76,86.82
1498,492,27,3,175.66,34.09,492.89
1499,492,29,2,453.66,66.11,841.21
1500,492,19,2,440.57,12.3,868.84
1501,492,11,3,196.99,23.56,567.41
1502,493,5,1,42.43,0.06,42.37
1503,493,38,3,462.4,84.56,1302.64
1504,493,25,2,497.62,17.41,977.83
1505,494,25,3,497.62,48.83,1444.03
1506,494,19,2,440.57,73.54,807.6
1507,495,1,1,367.27,19.29,347.98
1508,496,27,3,175.66,22.65,504.33
1509,496,12,1,431.78,10.31,421.47
1510,496,32,2,241.76,23.84,459.68
1511,497,17,3,193.22,28.32,551.34
1512,497,31,1,74.83,12.65,62.18
1513,497,8,1,205.71,23.93,181.78
1514,497,24,1,380.08,24.3,355.78
1515,498,4,2,25.73,2.16,49.3
1516,498,18,2,168.84,1.65,336.03
1517,499,12,3,431.78,64.99,1230.35
1518,499,7,3,78.42,5.06,230.2
1519,500,7,2,78.42,12.91,143.93
1520,500,35,1,207.28,5.68,201.6
1521,500,38,2,462.4,34.5,890.3
1522,501,10,1,317.45,52.8,264.65
1523,501,33,3,57.5,7.05,165.45
1524,502,5,2,42.43,2.95,81.91
1525,502,8,3,205.71,14.92,602.21
1526,502,9,2,251.82,44.81,458.83
1527,502,2,3,142.27,14.88,411.93
1528,503,15,1,477.37,81.8,395.57
1529,504,9,2,251.82,34.79,468.85
1530,504,6,1,254.62,3.96,250.66
1531,505,3,3,386.47,39.69,1119.72
1532,506,5,2,42.43,5.67,79.19
1533,507,38,1,462.4,62.02,400.38
1534,507,13,1,443.55,8.05,435.5
1535,508,16,3,457.19,69.79,1301.78
1536,508,33,3,57.5,2.5,170
1537,508,37,1,99.91,19.27,80.64
1538,508,5,1,42.43,7.65,34.78
1539,508,7,3,78.42,0.07,235.19
1540,509,24,3,380.08,72.8,1067.44
1541,509,38,1,462.4,77.2,385.2
1542,509,12,2,431.78,36.62,826.94
1543,509,29,3,453.66,20.65,1340.33
1544,510,32,3,241.76,13.94,711.34
1545,510,24,3,380.08,3.09,1137.15
1546,511,30,3,126.62,24.72,355.14
1547,511,39,2,329.55,14.89,644.21
1548,511,20,2,128.03,7.44,248.62
1549,512,12,3,431.78,9.08,1286.26
1550,512,1,2,367.27,38.39,696.15
1551,512,32,3,241.76,4.11,721.17
1552,513,7,2,78.42,3.14,153.7
1553,513,11,2,196.99,4.84,389.14
1554,513,5,2,42.43,6.15,78.71
1555,513,24,2,380.08,58.14,702.02
1556,513,13,3,443.55,52.66,1277.99
1557,514,39,2,329.55,9.71,649.39
1558,514,26,2,231.23,5,457.46
1559,514,32,2,241.76,23.66,459.86
1560,514,33,1,57.5,7.23,50.27
1561,515,2,3,142.27,9.3,417.51
1562,515,12,2,431.78,53.71,809.85
1563,515,25,1,497.62,75.66,421.96
1564,515,39,3,329.55,49.54,939.11
1565,516,32,2,241.76,39.14,444.38
1566,516,33,3,57.5,6.29,166.21
1567,516,17,1,193.22,38.29,154.93
1568,516,35,1,207.28,15.9,191.38
1569,517,3,3,386.47,12.69,1146.72
1570,517,12,2,431.78,11.61,851.95
1571,517,36,3,103.88,8.08,303.56
1572,517,20,1,128.03,14.57,113.46
1573,518,11,2,196.99,23.29,370.69
1574,518,33,2,57.5,7.09,107.91
1575,518,4,2,25.73,3.94,47.52
1576,518,26,2,231.23,14.82,447.64
1577,518,17,1,193.22,22.82,170.4
1578,519,2,2,142.27,28.22,256.32
1579,519,22,2,333.28,23.41,643.15
1580,519,25,3,497.62,24.31,1468.55
1581,519,7,1,78.42,10.16,68.26
1582,519,28,3,44.79,0.76,133.61
1583,520,21,3,248.14,44.74,699.68
1584,520,3,2,386.47,1.58,771.36
1585,520,30,2,126.62,14.89,238.35
1586,520,28,2,44.79,3.38,86.2
1587,520,37,2,99.91,6.44,193.38
1588,521,22,3,333.28,54.09,945.75
1589,521,32,3,241.76,16.42,708.86
1590,522,5,2,42.43,0.4,84.46
1591,522,35,3,207.28,16.67,605.17
1592,522,14,1,153.82,19.21,134.61
1593,522,19,1,440.57,63.24,377.33
1594,523,37,3,99.91,9.5,290.23
1595,524,33,3,57.5,6.21,166.29
1596,524,20,1,128.03,10.61,117.42
1597,524,28,2,44.79,5.6,83.98
1598,525,12,2,431.78,80.93,782.63
1599,525,37,3,99.91,16.16,283.57
1600,525,32,2,241.76,45.19,438.33
1601,525,14,3,153.82,19.28,442.18
1602,525,30,3,126.62,5.08,374.78
1603,526,28,1,44.79,5.68,39.11
1604,526,27,2,175.66,9.38,341.94
1605,526,21,2,248.14,32.06,464.22
1606,527,8,1,205.71,1.14,204.57
1607,527,10,2,317.45,29.47,605.43
1608,528,13,1,443.55,24.19,419.36
1609,529,12,1,431.78,27.11,404.67
1610,529,3,2,386.47,67.03,705.91
1611,529,32,2,241.76,43.36,440.16
1612,529,2,3,142.27,18.71,408.1
1613,529,4,1,25.73,2.04,23.69
1614,530,37,3,99.91,10,289.73
1615,531,16,3,457.19,11.18,1360.39
1616,532,16,1,457.19,16.02,441.17
1617,532,28,2,44.79,3.94,85.64
1618,532,14,2,153.82,26.55,281.09
1619,532,10,1,317.45,31.13,286.32
1620,533,28,2,44.79,4.26,85.32
1621,533,31,2,74.83,12.29,137.37
1622,533,16,1,457.19,59.01,398.18
1623,533,18,3,168.84,1.18,505.34
1624,533,10,3,317.45,42.04,910.31
1625,534,25,1,497.62,85.36,412.26
1626,534,20,2,128.03,0.2,255.86
1627,534,24,2,380.08,70.51,689.65
1628,534,8,2,205.71,12.38,399.04
1629,534,35,1,207.28,12.33,194.95
1630,535,3,2,386.47,56.96,715.98
1631,535,18,2,168.84,24.22,313.46
1632,535,6,1,254.62,41.98,212.64
1633,535,32,3,241.76,12.62,712.66
1634,536,4,3,25.73,3.3,73.89
1635,537,13,1,443.55,9.83,433.72
1636,537,20,1,128.03,13.22,114.81
1637,537,21,3,248.14,37.87,706.55
1638,537,37,3,99.91,13.7,286.03
1639,538,38,2,462.4,18.37,906.43
1640,538,21,2,248.14,18.24,478.04
1641,539,36,3,103.88,12.71,298.93
1642,540,11,3,196.99,16.9,574.07
1643,540,4,2,25.73,0.77,50.69
1644,540,26,2,231.23,7.87,454.59
1645,541,8,2,205.71,11.85,399.57
1646,541,15,2,477.37,36.48,918.26
1647,541,14,2,153.82,26.34,281.3
1648,541,13,3,443.55,19.12,1311.53
1649,542,27,1,175.66,10.2,165.46
1650,542,10,2,317.45,14.95,619.95
1651,543,6,2,254.62,49.62,459.62
1652,543,1,2,367.27,50.45,684.09
1653,543,31,3,74.83,5.74,218.75
1654,543,9,2,251.82,37.07,466.57
1655,544,4,2,25.73,4.79,46.67
1656,545,33,2,57.5,7.72,107.28
1657,545,25,1,497.62,96.34,401.28
1658,545,20,3,128.03,1.05,383.04
1659,546,22,2,333.28,47.34,619.22
1660,546,30,2,126.62,3.59,249.65
1661,546,9,1,251.82,15.78,236.04
1662,546,6,1,254.62,25.42,229.2
1663,547,17,2,193.22,34.5,351.94
1664,547,34,2,211.44,31.16,391.72
1665,547,21,2,248.14,37.9,458.38
1666,548,10,1,317.45,11.63,305.82
1667,548,4,2,25.73,1.34,50.12
1668,549,23,2,437.49,9.84,865.14
1669,549,36,3,103.88,18.01,293.63
1670,549,32,1,241.76,16.9,224.86
1671,549,30,1,126.62,21.99,104.63
1672,550,18,3,168.84,25.89,480.63
1673,550,37,1,99.91,8.32,91.59
1674,550,38,1,462.4,22.76,439.64
1675,550,14,2,153.82,20.82,286.82
1676,550,1,2,367.27,1.91,732.63
1677,551,38,1,462.4,2.67,459.73
1678,551,7,2,78.42,13.03,143.81
1679,551,21,3,248.14,23.81,720.61
1680,552,29,2,453.66,85.96,821.36
1681,553,19,2,440.57,70.33,810.81
1682,554,12,1,431.78,1.77,430.01
1683,554,16,1,457.19,14.9,442.29
1684,554,26,2,231.23,13.18,449.28
1685,555,32,3,241.76,29.18,696.1
1686,555,28,2,44.79,5.96,83.62
1687,555,20,2,128.03,13.13,242.93
1688,556,37,1,99.91,15.12,84.79
1689,556,39,2,329.55,40.46,618.64
1690,556,28,2,44.79,5.65,83.93
1691,557,10,3,317.45,39.97,912.38
1692,557,32,3,241.76,4.06,721.22
1693,558,9,1,251.82,26.35,225.47
1694,558,20,2,128.03,14.56,241.5
1695,559,33,2,57.5,4.75,110.25
1696,560,38,1,462.4,10.54,451.86
1697,560,6,3,254.62,23.57,740.29
1698,560,33,1,57.5,9.69,47.81
1699,561,30,1,126.62,4.69,121.93
1700,561,29,3,453.66,89.12,1271.86
1701,561,17,2,193.22,33.68,352.76
1702,561,22,1,333.28,28.92,304.36
1703,561,12,1,431.78,0.5,431.28
1704,562,30,2,126.62,15.66,237.58
1705,562,26,3,231.23,16.68,677.01
1706,562,39,3,329.55,63.48,925.17
1707,562,32,3,241.76,19.1,706.18
1708,563,13,1,443.55,72.38,371.17
1709,564,16,3,457.19,78.47,1293.1
1710,564,28,3,44.79,1.71,132.66
1711,565,2,3,142.27,19.99,406.82
1712,565,8,2,205.71,19.4,392.02
1713,565,11,2,196.99,23.06,370.92
1714,565,10,1,317.45,18.72,298.73
1715,566,1,2,367.27,62.33,672.21
1716,566,7,3,78.42,9.08,226.18
1717,566,28,3,44.79,4.97,129.4
1718,567,38,1,462.4,39.03,423.37
1719,567,32,2,241.76,26.75,456.77
1720,567,15,2,477.37,85.25,869.49
1721,567,4,2,25.73,4.58,46.88
1722,567,34,1,211.44,20.92,190.52
1723,568,2,2,142.27,9.78,274.76
1724,568,11,1,196.99,20,176.99
1725,568,19,3,440.57,80.1,1241.61
1726,568,13,2,443.55,81.77,805.33
1727,569,31,2,74.83,10.34,139.32
1728,569,11,1,196.99,26.28,170.71
1729,569,14,1,153.82,5.33,148.49
1730,570,32,3,241.76,2.27,723.01
1731,570,20,1,128.03,9.19,118.84
1732,570,16,2,457.19,32.65,881.73
1733,570,14,1,153.82,5.37,148.45
1734,571,28,1,44.79,5.03,39.76
1735,571,8,2,205.71,10.61,400.81
1736,571,15,2,477.37,74.94,879.8
1737,572,29,2,453.66,87.34,819.98
1738,573,7,3,78.42,1.85,233.41
1739,573,36,1,103.88,18.93,84.95
1740,573,3,1,386.47,56.3,330.17
1741,573,33,3,57.5,5.08,167.42
1742,573,11,3,196.99,19.64,571.33
1743,574,22,1,333.28,29.27,304.01
1744,574,9,2,251.82,38.74,464.9
1745,574,8,1,205.71,10.09,195.62
1746,575,11,2,196.99,24.8,369.18
1747,575,6,1,254.62,7.72,246.9
1748,575,18,3,168.84,14.24,492.28
1749,575,24,1,380.08,10.49,369.59
1750,575,27,2,175.66,14.52,336.8
1751,576,10,1,317.45,21.48,295.97
1752,576,1,2,367.27,72.13,662.41
1753,576,34,1,211.44,18.36,193.08
1754,576,5,2,42.43,6.44,78.42
1755,577,34,2,211.44,17.73,405.15
1756,578,23,3,437.49,53.41,1259.06
1757,578,1,1,367.27,51.44,315.83
1758,578,18,2,168.84,21.74,315.94
1759,579,26,1,231.23,1.71,229.52
1760,579,13,2,443.55,34.6,852.5
1761,579,20,3,128.03,18.95,365.14
1762,580,33,3,57.5,3.59,168.91
1763,581,35,3,207.28,10.72,611.12
1764,582,33,2,57.5,7.21,107.79
1765,582,8,2,205.71,5.09,406.33
1766,582,4,3,25.73,4.84,72.35
1767,582,24,2,380.08,22.65,737.51
1768,583,19,3,440.57,33.28,1288.43
1769,583,37,3,99.91,4.95,294.78
1770,583,9,2,251.82,26.01,477.63
1771,584,10,3,317.45,27.03,925.32
1772,585,9,1,251.82,18.6,233.22
1773,585,31,3,74.83,6.03,218.46
1774,585,14,3,153.82,15.96,445.5
1775,585,29,2,453.66,79.12,828.2
1776,586,27,1,175.66,17.03,158.63
1777,586,11,2,196.99,5.1,388.88
1778,586,10,3,317.45,32.58,919.77
1779,586,33,3,57.5,1.36,171.14
1780,587,36,1,103.88,12.5,91.38
1781,587,24,2,380.08,8.39,751.77
1782,588,10,2,317.45,1.78,633.12
1783,588,8,1,205.71,5.85,199.86
1784,588,24,3,380.08,32.06,1108.18
1785,588,20,2,128.03,22.77,233.29
1786,588,19,1,440.57,16.13,424.44
1787,589,23,3,437.49,27.1,1285.37
1788,589,5,2,42.43,7.64,77.22
1789,589,3,2,386.47,36.73,736.21
1790,589,27,3,175.66,29.29,497.69
1791,589,31,1,74.83,11.4,63.43
1792,590,10,2,317.45,14.78,620.12
1793,590,21,2,248.14,16.82,479.46
1794,590,6,1,254.62,48.79,205.83
1795,590,27,2,175.66,25.85,325.47
1796,591,37,3,99.91,15.91,283.82
1797,592,6,3,254.62,26.57,737.29
1798,592,13,2,443.55,44.59,842.51
1799,592,35,1,207.28,4.99,202.29
1800,592,37,3,99.91,3.59,296.14
1801,592,4,1,25.73,1.41,24.32
1802,593,39,2,329.55,56.81,602.29
1803,593,21,1,248.14,16.87,231.27
1804,593,26,1,231.23,19.19,212.04
1805,593,38,3,462.4,29.35,1357.85
1806,593,3,2,386.47,7.04,765.9
1807,594,6,2,254.62,34.56,474.68
1808,594,10,1,317.45,39.01,278.44
1809,594,20,2,128.03,4.65,251.41
1810,595,21,1,248.14,20.49,227.65
1811,596,13,1,443.55,66.72,376.83
1812,597,25,2,497.62,55.05,940.19
1813,597,8,1,205.71,19.92,185.79
1814,597,18,2,168.84,21.39,316.29
1815,597,4,1,25.73,1.39,24.34
1816,597,21,3,248.14,33.5,710.92
1817,598,27,1,175.66,13.11,162.55
1818,598,29,1,453.66,70.95,382.71
1819,598,6,3,254.62,48.51,715.35
1820,598,33,3,57.5,5.2,167.3
1821,598,14,1,153.82,25,128.82
1822,599,31,2,74.83,8.95,140.71
1823,600,38,2,462.4,4.21,920.59
1824,600,33,3,57.5,6.14,166.36
1825,601,9,3,251.82,28.03,727.43
1826,602,21,1,248.14,32.87,215.27
1827,602,22,2,333.28,22.77,643.79
1828,602,17,2,193.22,37.06,349.38
1829,602,29,2,453.66,1.44,905.88
1830,602,18,3,168.84,4.52,502
1831,603,27,3,175.66,24.71,502.27
1832,603,36,2,103.88,11.18,196.58
1833,604,29,3,453.66,11.2,1349.78
1834,605,1,2,367.27,27.21,707.33
1835,605,8,1,205.71,18.29,187.42
1836,606,13,3,443.55,19.62,1311.03
1837,606,6,2,254.62,49.26,459.98
1838,606,20,1,128.03,7.19,120.84
1839,607,8,2,205.71,7.01,404.41
1840,607,18,1,168.84,22.28,146.56
1841,607,37,3,99.91,13.43,286.3
1842,607,33,3,57.5,6.5,166
1843,608,9,2,251.82,47.02,456.62
1844,609,35,3,207.28,10.49,611.35
1845,610,21,2,248.14,41.9,454.38
1846,611,34,1,211.44,11.75,199.69
1847,611,3,2,386.47,41.15,731.79
1848,611,15,2,477.37,0.49,954.25
1849,612,15,3,477.37,40.46,1391.65
1850,613,20,1,128.03,12.29,115.74
1851,613,5,1,42.43,5.03,37.4
1852,613,7,3,78.42,14.67,220.59
1853,614,4,1,25.73,4.86,20.87
1854,614,22,3,333.28,41.3,958.54
1855,614,34,1,211.44,26.44,185
1856,615,25,2,497.62,88.58,906.66
1857,616,28,3,44.79,0.5,133.87
1858,616,5,1,42.43,2.5,39.93
1859,616,7,2,78.42,6.3,150.54
1860,617,1,2,367.27,47.81,686.73
1861,617,30,3,126.62,19.83,360.03
1862,617,25,2,497.62,51.48,943.76
1863,617,28,3,44.79,1.72,132.65
1864,617,7,1,78.42,0.19,78.23
1865,618,33,2,57.5,4.84,110.16
1866,618,17,3,193.22,23.99,555.67
1867,619,9,2,251.82,29.44,474.2
1868,620,35,2,207.28,12.07,402.49
1869,620,10,1,317.45,32.87,284.58
1870,620,31,3,74.83,10.15,214.34
1871,620,20,1,128.03,6.08,121.95
1872,620,39,3,329.55,56.6,932.05
1873,621,5,1,42.43,5.67,36.76
1874,621,22,3,333.28,46.12,953.72
1875,622,22,2,333.28,58.4,608.16
1876,622,20,1,128.03,12.7,115.33
1877,622,27,1,175.66,22.44,153.22
1878,622,11,3,196.99,9.07,581.9
1879,622,7,3,78.42,3.34,231.92
1880,623,14,2,153.82,0.3,307.34
1881,623,26,2,231.23,1.39,461.07
1882,623,12,1,431.78,12.3,419.48
1883,623,1,2,367.27,14.28,720.26
1884,624,13,1,443.55,25.2,418.35
1885,625,16,1,457.19,1.92,455.27
1886,625,12,3,431.78,11.85,1283.49
1887,625,13,3,443.55,69.85,1260.8
1888,625,2,1,142.27,9.63,132.64
1889,625,17,1,193.22,11.79,181.43
1890,626,34,3,211.44,2.76,631.56
1891,626,28,1,44.79,7.91,36.88
1892,627,25,3,497.62,24.34,1468.52
1893,627,24,1,380.08,58.01,322.07
1894,627,21,3,248.14,9.38,735.04
1895,627,39,3,329.55,19.39,969.26
1896,627,28,1,44.79,2.94,41.85
1897,628,31,3,74.83,9.2,215.29
1898,629,24,2,380.08,54.16,706
1899,629,32,3,241.76,33.58,691.7
1900,629,34,3,211.44,40.42,593.9
1901,629,30,2,126.62,6.8,246.44
1902,629,12,2,431.78,55.1,808.46
1903,630,29,2,453.66,19.83,887.49
1904,630,16,2,457.19,81.26,833.12
1905,631,6,2,254.62,11.72,497.52
1906,631,9,1,251.82,23.43,228.39
1907,631,19,3,440.57,29.64,1292.07
1908,631,29,2,453.66,42.42,864.9
1909,631,34,2,211.44,15.54,407.34
1910,632,12,2,431.78,20.19,843.37
1911,633,33,2,57.5,10.66,104.34
1912,633,35,1,207.28,4.92,202.36
1913,633,6,2,254.62,1.95,507.29
1914,634,18,1,168.84,33.71,135.13
1915,634,13,3,443.55,65.63,1265.02
1916,634,39,2,329.55,0.56,658.54
1917,635,38,1,462.4,80.04,382.36
1918,635,1,1,367.27,16.67,350.6
1919,635,31,3,74.83,3.14,221.35
1920,635,33,1,57.5,5.93,51.57
1921,636,22,2,333.28,51.33,615.23
1922,636,6,3,254.62,21.27,742.59
1923,636,21,2,248.14,22.33,473.95
1924,636,13,3,443.55,2.67,1327.98
1925,637,32,3,241.76,40.34,684.94
1926,638,35,1,207.28,23.53,183.75
1927,638,20,1,128.03,23.61,104.42
1928,638,21,1,248.14,48.5,199.64
1929,638,38,2,462.4,52.55,872.25
1930,639,26,3,231.23,17.87,675.82
1931,639,5,2,42.43,0.92,83.94
1932,640,7,1,78.42,0.5,77.92
1933,640,36,3,103.88,12.54,299.1
1934,641,19,1,440.57,40.06,400.51
1935,641,14,2,153.82,15.95,291.69
1936,641,15,1,477.37,31.2,446.17
1937,641,34,2,211.44,16.54,406.34
1938,642,25,1,497.62,12.93,484.69
1939,643,11,3,196.99,8,582.97
1940,643,39,3,329.55,45.14,943.51
1941,643,37,2,99.91,4.03,195.79
1942,643,20,1,128.03,11.41,116.62
1943,644,37,2,99.91,11.51,188.31
1944,644,32,3,241.76,4.4,720.88
1945,644,30,3,126.62,22.31,357.55
1946,645,12,2,431.78,78.66,784.9
1947,645,27,1,175.66,24.54,151.12
1948,645,16,1,457.19,35.99,421.2
1949,645,28,1,44.79,2.15,42.64
1950,645,30,1,126.62,6.93,119.69
1951,646,14,2,153.82,12.65,294.99
1952,647,21,1,248.14,25.11,223.03
1953,647,27,2,175.66,0.94,350.38
1954,647,29,3,453.66,63.01,1297.97
1955,647,11,3,196.99,18.2,572.77
1956,647,17,2,193.22,28.83,357.61
1957,648,17,1,193.22,27.4,165.82
1958,649,5,3,42.43,8.06,119.23
1959,649,6,1,254.62,23.97,230.65
1960,649,36,2,103.88,17.48,190.28
1961,649,16,1,457.19,76.67,380.52
1962,650,35,3,207.28,16.2,605.64
1963,651,3,1,386.47,34.17,352.3
1964,651,35,1,207.28,34.68,172.6
1965,652,29,1,453.66,4.42,449.24
1966,652,4,2,25.73,3.95,47.51
1967,652,39,1,329.55,24.69,304.86
1968,653,1,2,367.27,60.27,674.27
1969,654,3,3,386.47,8.32,1151.09
1970,654,27,2,175.66,11.34,339.98
1971,655,15,1,477.37,10.11,467.26
1972,656,1,2,367.27,16.17,718.37
1973,656,25,3,497.62,81.12,1411.74
1974,656,14,3,153.82,19.19,442.27
1975,657,39,3,329.55,35.34,953.31
1976,657,32,3,241.76,8.29,716.99
1977,657,7,1,78.42,9.41,69.01
1978,658,21,1,248.14,16.63,231.51
1979,658,31,3,74.83,13.65,210.84
1980,659,1,1,367.27,54.2,313.07
1981,659,15,1,477.37,59.17,418.2
1982,659,2,1,142.27,3.91,138.36
1983,659,8,2,205.71,12.2,399.22
1984,659,20,1,128.03,9.62,118.41
1985,660,29,3,453.66,71.4,1289.58
1986,660,22,1,333.28,34.72,298.56
1987,660,9,2,251.82,32.64,471
1988,660,18,2,168.84,25.34,312.34
1989,660,21,1,248.14,42.03,206.11
1990,661,16,3,457.19,63.67,1307.9
1991,662,12,1,431.78,75.12,356.66
1992,662,29,1,453.66,86.53,367.13
1993,662,1,1,367.27,46.6,320.67
1994,663,36,2,103.88,15.06,192.7
1995,663,14,2,153.82,5.05,302.59
1996,663,16,1,457.19,22.4,434.79
1997,663,33,1,57.5,6.97,50.53
1998,663,6,2,254.62,14.53,494.71
1999,664,24,2,380.08,28.71,731.45
2000,665,28,2,44.79,7.65,81.93
2001,665,10,2,317.45,37.79,597.11
2002,665,31,1,74.83,8.27,66.56
2003,665,2,1,142.27,7.32,134.95
2004,665,25,2,497.62,30.44,964.8
2005,666,9,1,251.82,46.14,205.68
2006,666,31,1,74.83,0.19,74.64
2007,666,13,3,443.55,64.79,1265.86
2008,667,25,3,497.62,98.28,1394.58
2009,667,32,1,241.76,19.77,221.99
2010,667,20,1,128.03,25.41,102.62
2011,668,17,3,193.22,26.61,553.05
2012,668,23,3,437.49,5.05,1307.42
2013,668,33,2,57.5,10.65,104.35
2014,668,32,3,241.76,11.93,713.35
2015,669,10,2,317.45,38.44,596.46
2016,670,38,3,462.4,65.81,1321.39
2017,670,11,2,196.99,15.67,378.31
2018,670,1,3,367.27,71.55,1030.26
2019,670,8,1,205.71,21.33,184.38
2020,670,6,1,254.62,44.61,210.01
2021,671,33,3,57.5,3.54,168.96
2022,671,35,2,207.28,31.19,383.37
2023,671,25,3,497.62,86.53,1406.33
2024,672,14,1,153.82,30.36,123.46
2025,672,26,2,231.23,0.07,462.39
2026,672,20,1,128.03,19.81,108.22
2027,673,28,2,44.79,1.67,87.91
2028,673,11,1,196.99,7.8,189.19
2029,673,12,1,431.78,43.4,388.38
2030,674,4,1,25.73,1.33,24.4
2031,674,12,2,431.78,38.06,825.5
2032,675,6,1,254.62,19.24,235.38
2033,675,19,2,440.57,5.66,875.48
2034,676,1,1,367.27,19.54,347.73
2035,677,34,2,211.44,25.5,397.38
2036,677,1,2,367.27,68.47,666.07
2037,678,22,2,333.28,44.33,622.23
2038,678,24,2,380.08,46.43,713.73
2039,678,21,2,248.14,43.33,452.95
2040,678,16,1,457.19,0.28,456.91
2041,679,2,1,142.27,24.73,117.54
2042,679,39,2,329.55,62.68,596.42
2043,680,13,3,443.55,31.95,1298.7
2044,680,1,1,367.27,71.22,296.05
2045,680,21,3,248.14,16.16,728.26
2046,680,2,2,142.27,6.65,277.89
2047,681,31,3,74.83,2.92,221.57
2048,681,7,1,78.42,13.64,64.78
2049,681,25,3,497.62,78.11,1414.75
2050,681,19,3,440.57,44.47,1277.24
2051,682,30,3,126.62,13.69,366.17
2052,682,11,1,196.99,8.34,188.65
2053,682,29,3,453.66,63.5,1297.48
2054,682,8,1,205.71,17.89,187.82
2055,682,31,3,74.83,0.44,224.05
2056,683,17,3,193.22,4.76,574.9
2057,683,31,1,74.83,13.81,61.02
2058,684,39,2,329.55,53.28,605.82
2059,684,5,1,42.43,2.2,40.23
2060,684,22,2,333.28,5.84,660.72
2061,684,25,1,497.62,33.86,463.76
2062,684,36,3,103.88,19.47,292.17
2063,685,25,2,497.62,6.16,989.08
2064,685,37,3,99.91,3.79,295.94
2065,685,1,2,367.27,71.97,662.57
2066,686,34,3,211.44,9.39,624.93
2067,686,39,2,329.55,0.61,658.49
2068,687,30,1,126.62,18.92,107.7
2069,687,10,3,317.45,2.18,950.17
2070,687,39,2,329.55,20.36,638.74
2071,687,19,3,440.57,10.88,1310.83
2072,688,32,3,241.76,46.73,678.55
2073,688,19,1,440.57,86.45,354.12
2074,689,4,2,25.73,3.74,47.72
2075,689,12,2,431.78,85.01,778.55
2076,690,31,3,74.83,10.88,213.61
2077,690,23,2,437.49,60.93,814.05
2078,690,26,1,231.23,32.42,198.81
2079,690,5,3,42.43,3.34,123.95
2080,691,30,1,126.62,11.19,115.43
